EX_NUM,m1,m2,n1,n2,k1,k2,max_f,min_f,max_g,min_g,alpha,th1,th2,BOOL_ALPHA_THETA,EMIN
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.17993, 	 0.0094201, 	 0.94455, 	 0.0017284, 	 1.0174, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 46.7076, 	 0.016303, 	 49.6544, 	 0.01294, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 0.070834, 	 0.016303, 	 0.14966, 	 0.0093536, 	 0.72285, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 49.6037, 	 0.013851, 	 37.6729, 	 0.015708, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 0.071787, 	 0.013851, 	 0.10921, 	 0.010879, 	 0.6926, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 89.6441, 	 0.0062578, 	 68.0826, 	 0.0070969, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 0.12924, 	 0.0062578, 	 0.20008, 	 0.005002, 	 0.70481, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 67.4157, 	 0.022223, 	 91.7633, 	 0.0016678, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 1.8395, 	 0.012053, 	 6.4189, 	 0.0025343, 	 1.9737, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 16.7843, 	 0.12449, 	 44.2826, 	 0.0048291, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 0.45798, 	 0.041622, 	 2.574, 	 0.0060976, 	 1.6401, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 16.2889, 	 0.048326, 	 13.5503, 	 0.060031, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 0.208, 	 0.048326, 	 0.30858, 	 0.038572, 	 0.64254, 	 0.35135, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 14.8807, 	 0.058865, 	 8.7532, 	 0.10341, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 0.18014, 	 0.058865, 	 0.18014, 	 0.058865, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 26.8924, 	 0.026595, 	 15.8188, 	 0.04672, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 0.3243, 	 0.026595, 	 0.3243, 	 0.026595, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 3959.0165, 	 8.8119e-06, 	 2708.5825, 	 9.6143e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 7.4725, 	 5.7059e-06, 	 7.4725, 	 5.7059e-06, 	 0.71687, 	 0.5099, 	 0.75229, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 2613.3316, 	 3.3504e-05, 	 1982.4869, 	 2.8148e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 5.6769, 	 2.0518e-05, 	 5.6769, 	 2.0518e-05, 	 0.78053, 	 0.50586, 	 0.76755, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 1566.852, 	 0.00015191, 	 1360.2155, 	 9.3473e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 3.6864, 	 7.8801e-05, 	 3.6864, 	 7.8801e-05, 	 0.85168, 	 0.494, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 810.9881, 	 0.00087366, 	 850.8548, 	 0.00036544, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 1.9081, 	 0.00028986, 	 2.2435, 	 0.00024174, 	 0.87005, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 324.8154, 	 0.0070858, 	 461.2961, 	 0.0017831, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 0.76421, 	 0.0011754, 	 1.4694, 	 0.00080966, 	 1.0511, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 71.9179, 	 0.06791, 	 194.241, 	 0.012013, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.16921, 	 0.0055521, 	 0.57173, 	 0.0020161, 	 0.97124, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 46.7076, 	 0.016303, 	 37.2354, 	 0.018807, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 0.0708, 	 0.016303, 	 0.09028, 	 0.014076, 	 0.74846, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 49.6037, 	 0.013851, 	 55.6606, 	 0.011245, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 0.070341, 	 0.013851, 	 0.13696, 	 0.0091307, 	 0.81195, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 89.6441, 	 0.0062578, 	 71.4643, 	 0.0072191, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 0.12712, 	 0.0062578, 	 0.15954, 	 0.0053181, 	 0.73666, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 3959.0165, 	 8.8119e-06, 	 3104.9055, 	 1.5163e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 7.248, 	 6.0122e-06, 	 7.248, 	 6.0122e-06, 	 0.55985, 	 0.56398, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 2613.3316, 	 3.3504e-05, 	 2272.5667, 	 4.4394e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 6.4073, 	 2.2859e-05, 	 6.929, 	 2.0375e-05, 	 0.73124, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 1566.852, 	 0.00015191, 	 1559.2438, 	 0.00014742, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 3.8416, 	 0.00010365, 	 6.9371, 	 7.0521e-05, 	 1.067, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 810.9881, 	 0.00087366, 	 975.3529, 	 0.00057636, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 1.9884, 	 0.00049217, 	 5.0451, 	 0.0002137, 	 1.2406, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 324.8154, 	 0.0070858, 	 528.7935, 	 0.0022715, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 0.79637, 	 0.0019959, 	 2.8041, 	 0.00064138, 	 1.2718, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 71.9179, 	 0.06791, 	 222.6626, 	 0.0076517, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.17993, 	 0.0094201, 	 0.94455, 	 0.0017284, 	 1.0174, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 46.7076, 	 0.016303, 	 49.6544, 	 0.01294, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 0.070834, 	 0.016303, 	 0.14966, 	 0.0093536, 	 0.72285, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 49.6037, 	 0.013851, 	 37.6729, 	 0.015708, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 0.071787, 	 0.013851, 	 0.10921, 	 0.010879, 	 0.6926, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 89.6441, 	 0.0062578, 	 68.0826, 	 0.0070969, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 0.12924, 	 0.0062578, 	 0.20008, 	 0.005002, 	 0.70481, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 67.4157, 	 0.022223, 	 91.7633, 	 0.0016678, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 1.8395, 	 0.012053, 	 6.4189, 	 0.0025343, 	 1.9737, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 16.7843, 	 0.12449, 	 44.2826, 	 0.0048291, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 0.45798, 	 0.041622, 	 2.574, 	 0.0060976, 	 1.6401, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 16.2889, 	 0.048326, 	 13.5503, 	 0.060031, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 0.208, 	 0.048326, 	 0.30858, 	 0.038572, 	 0.64254, 	 0.35135, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 14.8807, 	 0.058865, 	 8.7532, 	 0.10341, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 0.18014, 	 0.058865, 	 0.18014, 	 0.058865, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 26.8924, 	 0.026595, 	 15.8188, 	 0.04672, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 0.3243, 	 0.026595, 	 0.3243, 	 0.026595, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 3959.0165, 	 8.8119e-06, 	 2708.5825, 	 9.6143e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 7.4725, 	 5.7059e-06, 	 7.4725, 	 5.7059e-06, 	 0.71687, 	 0.5099, 	 0.75229, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 2613.3316, 	 3.3504e-05, 	 1982.4869, 	 2.8148e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 5.6769, 	 2.0518e-05, 	 5.6769, 	 2.0518e-05, 	 0.78053, 	 0.50586, 	 0.76755, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 1566.852, 	 0.00015191, 	 1360.2155, 	 9.3473e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 3.6864, 	 7.8801e-05, 	 3.6864, 	 7.8801e-05, 	 0.85168, 	 0.494, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 810.9881, 	 0.00087366, 	 850.8548, 	 0.00036544, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 1.9081, 	 0.00028986, 	 2.2435, 	 0.00024174, 	 0.87005, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 324.8154, 	 0.0070858, 	 461.2961, 	 0.0017831, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 0.76421, 	 0.0011754, 	 1.4694, 	 0.00080966, 	 1.0511, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 71.9179, 	 0.06791, 	 194.241, 	 0.012013, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.16921, 	 0.0055521, 	 0.57173, 	 0.0020161, 	 0.97124, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 46.7076, 	 0.016303, 	 37.2354, 	 0.018807, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 0.0708, 	 0.016303, 	 0.09028, 	 0.014076, 	 0.74846, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 49.6037, 	 0.013851, 	 55.6606, 	 0.011245, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 0.070341, 	 0.013851, 	 0.13696, 	 0.0091307, 	 0.81195, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 89.6441, 	 0.0062578, 	 71.4643, 	 0.0072191, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 0.12712, 	 0.0062578, 	 0.15954, 	 0.0053181, 	 0.73666, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 3959.0165, 	 8.8119e-06, 	 3104.9055, 	 1.5163e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 7.248, 	 6.0122e-06, 	 7.248, 	 6.0122e-06, 	 0.55985, 	 0.56398, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 2613.3316, 	 3.3504e-05, 	 2272.5667, 	 4.4394e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 6.4073, 	 2.2859e-05, 	 6.929, 	 2.0375e-05, 	 0.73124, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 1566.852, 	 0.00015191, 	 1559.2438, 	 0.00014742, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 3.8416, 	 0.00010365, 	 6.9371, 	 7.0521e-05, 	 1.067, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 810.9881, 	 0.00087366, 	 975.3529, 	 0.00057636, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 1.9884, 	 0.00049217, 	 5.0451, 	 0.0002137, 	 1.2406, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 324.8154, 	 0.0070858, 	 528.7935, 	 0.0022715, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 0.79637, 	 0.0019959, 	 2.8041, 	 0.00064138, 	 1.2718, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 71.9179, 	 0.06791, 	 222.6626, 	 0.0076517, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.17993, 	 0.0094201, 	 0.94455, 	 0.0017284, 	 1.0174, 	 0.58801, 	 0.68228, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 46.7076, 	 0.016303, 	 49.6544, 	 0.01294, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 3, 	 2, 	 0.070834, 	 0.016303, 	 0.14966, 	 0.0093536, 	 0.72285, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 49.6037, 	 0.013851, 	 37.6729, 	 0.015708, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 3, 	 0.071787, 	 0.013851, 	 0.10921, 	 0.010879, 	 0.6926, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 89.6441, 	 0.0062578, 	 68.0826, 	 0.0070969, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 3, 	 3, 	 2, 	 2, 	 0.12924, 	 0.0062578, 	 0.20008, 	 0.005002, 	 0.70481, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 67.4157, 	 0.022223, 	 91.7633, 	 0.0016678, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 3, 	 3, 	 1.8395, 	 0.012053, 	 6.4189, 	 0.0025343, 	 1.9737, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 16.7843, 	 0.12449, 	 44.2826, 	 0.0048291, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 5, 	 5, 	 4, 	 4, 	 4, 	 4, 	 0.45798, 	 0.041622, 	 2.574, 	 0.0060976, 	 1.6401, 	 0.7699, 	 0.56356, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 16.2889, 	 0.048326, 	 13.5503, 	 0.060031, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 1, 	 2, 	 0.208, 	 0.048326, 	 0.30858, 	 0.038572, 	 0.64254, 	 0.35135, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 14.8807, 	 0.058865, 	 8.7532, 	 0.10341, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 3, 	 0.18014, 	 0.058865, 	 0.18014, 	 0.058865, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 26.8924, 	 0.026595, 	 15.8188, 	 0.04672, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 2, 	 3, 	 1, 	 3, 	 0, 	 2, 	 0.3243, 	 0.026595, 	 0.3243, 	 0.026595, 	 0.57845, 	 0.34576, 	 0.4655, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 3959.0165, 	 8.8119e-06, 	 2708.5825, 	 9.6143e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 1, 	 1, 	 7.4725, 	 5.7059e-06, 	 7.4725, 	 5.7059e-06, 	 0.71687, 	 0.5099, 	 0.75229, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 2613.3316, 	 3.3504e-05, 	 1982.4869, 	 2.8148e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 2, 	 2, 	 5.6769, 	 2.0518e-05, 	 5.6769, 	 2.0518e-05, 	 0.78053, 	 0.50586, 	 0.76755, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 1566.852, 	 0.00015191, 	 1360.2155, 	 9.3473e-05, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 3, 	 3, 	 3.6864, 	 7.8801e-05, 	 3.6864, 	 7.8801e-05, 	 0.85168, 	 0.494, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 810.9881, 	 0.00087366, 	 850.8548, 	 0.00036544, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 4, 	 4, 	 1.9081, 	 0.00028986, 	 2.2435, 	 0.00024174, 	 0.87005, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 324.8154, 	 0.0070858, 	 461.2961, 	 0.0017831, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 5, 	 5, 	 0.76421, 	 0.0011754, 	 1.4694, 	 0.00080966, 	 1.0511, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 71.9179, 	 0.06791, 	 194.241, 	 0.012013, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 7, 	 7, 	 6, 	 6, 	 6, 	 6, 	 0.16921, 	 0.0055521, 	 0.57173, 	 0.0020161, 	 0.97124, 	 0.49, 	 0.77635, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 46.7076, 	 0.016303, 	 37.2354, 	 0.018807, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 4, 	 1, 	 0.0708, 	 0.016303, 	 0.09028, 	 0.014076, 	 0.74846, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 49.6037, 	 0.013851, 	 55.6606, 	 0.011245, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 2, 	 0.070341, 	 0.013851, 	 0.13696, 	 0.0091307, 	 0.81195, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 89.6441, 	 0.0062578, 	 71.4643, 	 0.0072191, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 4, 	 3, 	 4, 	 2, 	 3, 	 1, 	 0.12712, 	 0.0062578, 	 0.15954, 	 0.0053181, 	 0.73666, 	 0.343, 	 0.46793, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 1, 	 1, 	 640082.7329, 	 4.4091e-07, 	 156576.1193, 	 2.3888e-07, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 1, 	 1, 	 98.07, 	 3.9895e-07, 	 98.07, 	 3.9895e-07, 	 1.6701, 	 0.60629, 	 0.61529, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 2, 	 2, 	 449397.2207, 	 1.6173e-06, 	 117732.4293, 	 7.1848e-07, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 2, 	 2, 	 68.8542, 	 1.1287e-06, 	 68.8542, 	 1.1287e-06, 	 1.571, 	 0.60629, 	 0.61472, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 3, 	 3, 	 298662.5665, 	 6.7177e-06, 	 84947.4401, 	 2.3804e-06, 	 1, 	 1, 	 1, 	 y,  	 1.000000e-10 
Custom, 	 9, 	 9, 	 8, 	 8, 	 3, 	 3, 	 33.4086, 	 2.1277e-06, 	 33.4086, 	 2.1277e-06, 	 1.1822, 	 0.58547, 	 0.60613, 	 y,  	 1.000000e-10 
