5	3	3	3	3	0	47.537	0.0096197	10.414	0.0021074	4.5647	0.94724	0.90856	0.0010915	0.0054446
5	3	3	3	3	1	0.09072	2.1e-05	0.05796	2.7e-05	1	1	1	1	1
5	3	3	3	3	1	67.617	0.015652	8.6604	0.0040344	1	1	1	0.0013417	0.0066925
5	3	3	3	3	1	38.673	0.015652	8.4722	0.0034289	4.5647	0.94724	0.90856	0.0013417	0.0066925
5	3	3	3	3	2	0.09072	5.25e-05	0.07245	5e-05	1	1	1	1	1
5	3	3	3	3	2	49.314	0.028538	7.8953	0.0054488	1	1	1	0.0018396	0.0091763
5	3	3	3	3	2	32.721	0.028538	6.179	0.0053892	5.2955	1.0989	0.74536	0.0018396	0.0091763
5	3	3	3	3	3	0.09072	0.00021	0.0966	0.0001	1	1	1	1	1
5	3	3	3	3	3	27.288	0.063166	5.8251	0.0060301	1	1	1	0.0033246	0.016583
5	3	3	3	3	3	23.48	0.063166	3.4191	0.0091979	6.8675	1.4251	0.52705	0.0033246	0.016583
17	17	17	17	1	1	0.41682	5.9532e-21	19.834	3.7808e-19	1	1	1	1	1
17	17	17	17	1	1	15520	2.2167e-16	11537	2.1992e-16	1	1	1	2.6856e-05	0.0017192
17	17	17	17	1	1	30988	5.9054e-16	11540	2.1992e-16	2.6853	1	1.0593	2.6856e-05	0.0017192
17	17	17	17	2	2	0.42984	2.5324e-20	19.834	1.6083e-18	1	1	1	1	1
17	17	17	17	2	2	12387	7.2981e-16	8928.9	7.2403e-16	1	1	1	3.47e-05	0.0022213
17	17	17	17	2	2	24420	1.9442e-15	9093.9	7.2403e-16	2.6853	1.0011	1.0582	3.47e-05	0.0022213
17	17	17	17	3	3	0.43856	1.1525e-19	19.834	7.3196e-18	1	1	1	1	1
17	17	17	17	3	3	9626	2.5297e-15	6800.5	2.5097e-15	1	1	1	4.556e-05	0.0029165
17	17	17	17	3	3	18819	6.7392e-15	7008.3	2.5097e-15	2.6853	1.0018	1.0575	4.556e-05	0.0029165
17	17	17	17	4	4	0.44141	5.651e-19	19.834	3.5888e-17	1	1	1	1	1
17	17	17	17	4	4	7248.3	9.2793e-15	5087.7	9.2058e-15	1	1	1	6.0899e-05	0.0038984
17	17	17	17	4	4	14133	2.472e-14	5263	9.2058e-15	2.6853	1.002	1.0572	6.0899e-05	0.0038984
17	17	17	17	1	1	0.41682	5.9532e-21	19.834	3.7808e-19	1	1	1	1	1
17	17	17	17	1	1	15520	2.2167e-16	11537	2.1992e-16	1	1	1	2.6856e-05	0.0017192
17	17	17	17	1	1	30988	5.9054e-16	11540	2.1992e-16	2.6853	1	1.0593	2.6856e-05	0.0017192
17	17	17	17	2	2	0.42984	2.5324e-20	19.834	1.6083e-18	1	1	1	1	1
17	17	17	17	2	2	12387	7.2981e-16	8928.9	7.2403e-16	1	1	1	3.47e-05	0.0022213
17	17	17	17	2	2	24420	1.9442e-15	9093.9	7.2403e-16	2.6853	1.0011	1.0582	3.47e-05	0.0022213
17	17	17	17	3	3	0.43856	1.1525e-19	19.834	7.3196e-18	1	1	1	1	1
17	17	17	17	3	3	9626	2.5297e-15	6800.5	2.5097e-15	1	1	1	4.556e-05	0.0029165
17	17	17	17	3	3	18819	6.7392e-15	7008.3	2.5097e-15	2.6853	1.0018	1.0575	4.556e-05	0.0029165
17	17	17	17	4	4	0.44141	5.651e-19	19.834	3.5888e-17	1	1	1	1	1
17	17	17	17	1	1	0.41682	5.9532e-21	19.834	3.7808e-19	1	1	1	1	1
